date,sex,age,ethnicity,population
1980-01-01,male,30-34,overall,456.0
1980-01-01,male,30-34,bumi,243.0
1980-01-01,male,30-34,chinese,160.8
1980-01-01,male,30-34,indian,39.7
1980-01-01,male,30-34,other,12.5
1980-01-01,male,35-39,overall,374.6
1980-01-01,male,35-39,bumi,198.8
1980-01-01,male,35-39,chinese,136.9
1980-01-01,male,35-39,indian,29.9
1980-01-01,male,35-39,other,9.1
1980-01-01,male,40-44,overall,313.1
1980-01-01,male,40-44,bumi,168.3
1980-01-01,male,40-44,chinese,112.3
1980-01-01,male,40-44,indian,25.5
1980-01-01,male,40-44,other,7.0
1980-01-01,male,45-49,overall,259.0
1980-01-01,male,45-49,bumi,144.0
1980-01-01,male,45-49,chinese,86.7
1980-01-01,male,45-49,indian,23.4
1980-01-01,male,45-49,other,4.9
1980-01-01,male,50-54,overall,210.5
1980-01-01,male,50-54,bumi,122.0
1980-01-01,male,50-54,chinese,63.5
1980-01-01,male,50-54,indian,21.3
1980-01-01,male,50-54,other,3.6
1980-01-01,male,55-59,overall,169.5
1980-01-01,male,55-59,bumi,100.0
1980-01-01,male,55-59,chinese,48.2
1980-01-01,male,55-59,indian,18.6
1980-01-01,male,55-59,other,2.6
1980-01-01,male,60-64,overall,133.2
1980-01-01,male,60-64,bumi,74.8
1980-01-01,male,60-64,chinese,41.5
1980-01-01,male,60-64,indian,15.0
1980-01-01,male,60-64,other,1.9
1980-01-01,male,65-69,overall,100.0
1980-01-01,male,65-69,bumi,50.8
1980-01-01,male,65-69,chinese,37.2
1980-01-01,male,65-69,indian,10.9
1980-01-01,male,65-69,other,1.1
1980-01-01,male,70-74,overall,69.7
1980-01-01,male,70-74,bumi,31.4
1980-01-01,male,70-74,chinese,30.8
1980-01-01,male,70-74,indian,6.9
1980-01-01,male,70-74,other,0.7
1980-01-01,male,75-79,overall,42.5
1980-01-01,male,75-79,bumi,15.3
1980-01-01,male,75-79,chinese,24.1
1980-01-01,male,75-79,indian,2.8
1980-01-01,male,75-79,other,0.3
1980-01-01,male,80+,overall,30.8
1980-01-01,male,80+,bumi,16.7
1980-01-01,male,80+,chinese,11.7
1980-01-01,male,80+,indian,2.1
1980-01-01,male,80+,other,0.3
1981-01-01,both,overall,overall,14256.9
1981-01-01,both,overall,bumi,8200.6
1981-01-01,both,overall,chinese,4521.1
1981-01-01,both,overall,indian,1212.7
1981-01-01,both,overall,other,322.5
1981-01-01,both,0-4,overall,2032.4
1981-01-01,both,0-4,bumi,1259.6
1981-01-01,both,0-4,chinese,564.7
1981-01-01,both,0-4,indian,163.9
1981-01-01,both,0-4,other,44.1
1981-01-01,both,5-9,overall,1854.3
1981-01-01,both,5-9,bumi,1116.2
1981-01-01,both,5-9,chinese,553.6
1981-01-01,both,5-9,indian,144.2
1981-01-01,both,5-9,other,40.4
1981-01-01,both,10-14,overall,1735.2
1981-01-01,both,10-14,bumi,1007.1
1981-01-01,both,10-14,chinese,537.1
1981-01-01,both,10-14,indian,142.5
1981-01-01,both,10-14,other,48.5
1981-01-01,both,15-19,overall,1619.8
1981-01-01,both,15-19,bumi,930.6
1981-01-01,both,15-19,chinese,502.7
1981-01-01,both,15-19,indian,145.1
1981-01-01,both,15-19,other,41.4
1981-01-01,both,20-24,overall,1403.3
1981-01-01,both,20-24,bumi,802.4
1981-01-01,both,20-24,chinese,425.2
1981-01-01,both,20-24,indian,134.8
1981-01-01,both,20-24,other,40.9
1981-01-01,both,25-29,overall,1176.9
1981-01-01,both,25-29,bumi,655.0
1981-01-01,both,25-29,chinese,380.8
1981-01-01,both,25-29,indian,110.9
1981-01-01,both,25-29,other,30.3
1981-01-01,both,30-34,overall,940.6
1981-01-01,both,30-34,bumi,510.5
1981-01-01,both,30-34,chinese,326.0
1981-01-01,both,30-34,indian,82.8
1981-01-01,both,30-34,other,21.4
1981-01-01,both,35-39,overall,755.4
1981-01-01,both,35-39,bumi,409.8
1981-01-01,both,35-39,chinese,270.3
1981-01-01,both,35-39,indian,60.2
1981-01-01,both,35-39,other,15.0
1981-01-01,both,40-44,overall,632.9
1981-01-01,both,40-44,bumi,347.3
1981-01-01,both,40-44,chinese,223.0
1981-01-01,both,40-44,indian,50.3
1981-01-01,both,40-44,other,12.3
1981-01-01,both,45-49,overall,532.8
1981-01-01,both,45-49,bumi,301.1
1981-01-01,both,45-49,chinese,178.4
1981-01-01,both,45-49,indian,45.1
1981-01-01,both,45-49,other,8.1
1981-01-01,both,50-54,overall,437.1
1981-01-01,both,50-54,bumi,254.6
1981-01-01,both,50-54,chinese,137.0
1981-01-01,both,50-54,indian,38.8
1981-01-01,both,50-54,other,6.7
1981-01-01,both,55-59,overall,351.8
1981-01-01,both,55-59,bumi,208.4
1981-01-01,both,55-59,chinese,106.9
1981-01-01,both,55-59,indian,32.0
1981-01-01,both,55-59,other,4.5
1981-01-01,both,60-64,overall,275.5
1981-01-01,both,60-64,bumi,155.8
1981-01-01,both,60-64,chinese,90.7
1981-01-01,both,60-64,indian,25.2
1981-01-01,both,60-64,other,3.9
1981-01-01,both,65-69,overall,205.2
1981-01-01,both,65-69,bumi,104.8
1981-01-01,both,65-69,chinese,80.4
1981-01-01,both,65-69,indian,17.9
1981-01-01,both,65-69,other,2.1
1981-01-01,both,70-74,overall,142.5
1981-01-01,both,70-74,bumi,65.7
1981-01-01,both,70-74,chinese,64.2
1981-01-01,both,70-74,indian,11.2
1981-01-01,both,70-74,other,1.4
1981-01-01,both,75-79,overall,87.6
1981-01-01,both,75-79,bumi,34.4
1981-01-01,both,75-79,chinese,47.6
1981-01-01,both,75-79,indian,4.9
1981-01-01,both,75-79,other,0.7
1981-01-01,both,80+,overall,73.6
1981-01-01,both,80+,bumi,37.2
1981-01-01,both,80+,chinese,32.6
1981-01-01,both,80+,indian,3.1
1981-01-01,both,80+,other,0.7
1981-01-01,female,overall,overall,7068.3
1981-01-01,female,overall,bumi,4100.9
1981-01-01,female,overall,chinese,2240.3
1981-01-01,female,overall,indian,587.5
1981-01-01,female,overall,other,139.6
1981-01-01,female,0-4,overall,989.5
1981-01-01,female,0-4,bumi,613.9
1981-01-01,female,0-4,chinese,273.6
1981-01-01,female,0-4,indian,80.6
1981-01-01,female,0-4,other,21.4
1981-01-01,female,5-9,overall,907.6
1981-01-01,female,5-9,bumi,549.2
1981-01-01,female,5-9,chinese,268.3
1981-01-01,female,5-9,indian,71.0
1981-01-01,female,5-9,other,19.1
1981-01-01,female,10-14,overall,851.0
1981-01-01,female,10-14,bumi,498.8
1981-01-01,female,10-14,chinese,261.1
1981-01-01,female,10-14,indian,69.8
1981-01-01,female,10-14,other,21.2
1981-01-01,female,15-19,overall,806.2
1981-01-01,female,15-19,bumi,468.0
1981-01-01,female,15-19,chinese,248.6
1981-01-01,female,15-19,indian,71.5
1981-01-01,female,15-19,other,18.2
1981-01-01,female,20-24,overall,715.9
1981-01-01,female,20-24,bumi,414.9
1981-01-01,female,20-24,chinese,215.7
1981-01-01,female,20-24,indian,68.4
1981-01-01,female,20-24,other,16.9
1981-01-01,female,25-29,overall,595.3
1981-01-01,female,25-29,bumi,334.7
1981-01-01,female,25-29,chinese,192.6
1981-01-01,female,25-29,indian,55.8
1981-01-01,female,25-29,other,12.2
1981-01-01,female,30-34,overall,465.7
1981-01-01,female,30-34,bumi,256.1
1981-01-01,female,30-34,chinese,160.5
1981-01-01,female,30-34,indian,40.7
1981-01-01,female,30-34,other,8.3
1981-01-01,female,35-39,overall,367.6
1981-01-01,female,35-39,bumi,203.1
1981-01-01,female,35-39,chinese,129.4
1981-01-01,female,35-39,indian,29.2
1981-01-01,female,35-39,other,5.9
1981-01-01,female,40-44,overall,308.7
1981-01-01,female,40-44,bumi,173.7
1981-01-01,female,40-44,chinese,106.1
1981-01-01,female,40-44,indian,24.4
1981-01-01,female,40-44,other,4.6
1981-01-01,female,45-49,overall,264.6
1981-01-01,female,45-49,bumi,152.9
1981-01-01,female,45-49,chinese,87.1
1981-01-01,female,45-49,indian,21.5
1981-01-01,female,45-49,other,3.1
1981-01-01,female,50-54,overall,220.3
1981-01-01,female,50-54,bumi,129.8
1981-01-01,female,50-54,chinese,70.1
1981-01-01,female,50-54,indian,17.4
1981-01-01,female,50-54,other,2.9
1981-01-01,female,55-59,overall,178.0
1981-01-01,female,55-59,bumi,105.5
1981-01-01,female,55-59,chinese,57.3
1981-01-01,female,55-59,indian,13.4
1981-01-01,female,55-59,other,1.8
1981-01-01,female,60-64,overall,139.4
1981-01-01,female,60-64,bumi,78.0
1981-01-01,female,60-64,chinese,49.6
1981-01-01,female,60-64,indian,10.0
1981-01-01,female,60-64,other,1.8
1981-01-01,female,65-69,overall,103.0
1981-01-01,female,65-69,bumi,52.0
1981-01-01,female,65-69,chinese,43.2
1981-01-01,female,65-69,indian,6.9
1981-01-01,female,65-69,other,0.9
1981-01-01,female,70-74,overall,71.5
1981-01-01,female,70-74,bumi,32.6
1981-01-01,female,70-74,chinese,34.2
1981-01-01,female,70-74,indian,4.1
1981-01-01,female,70-74,other,0.6
1981-01-01,female,75-79,overall,43.4
1981-01-01,female,75-79,bumi,17.4
1981-01-01,female,75-79,chinese,24.0
1981-01-01,female,75-79,indian,1.6
1981-01-01,female,75-79,other,0.4
1981-01-01,female,80+,overall,40.7
1981-01-01,female,80+,bumi,20.3
1981-01-01,female,80+,chinese,18.8
1981-01-01,female,80+,indian,1.1
1981-01-01,female,80+,other,0.4
1981-01-01,male,overall,overall,7188.6
1981-01-01,male,overall,bumi,4099.7
1981-01-01,male,overall,chinese,2280.8
1981-01-01,male,overall,indian,625.2
1981-01-01,male,overall,other,182.9
1981-01-01,male,0-4,overall,1042.9
1981-01-01,male,0-4,bumi,645.7
1981-01-01,male,0-4,chinese,291.0
1981-01-01,male,0-4,indian,83.4
1981-01-01,male,0-4,other,22.8
1981-01-01,male,5-9,overall,946.8
1981-01-01,male,5-9,bumi,567.0
1981-01-01,male,5-9,chinese,285.3
1981-01-01,male,5-9,indian,73.2
1981-01-01,male,5-9,other,21.3
1981-01-01,male,10-14,overall,884.2
1981-01-01,male,10-14,bumi,508.4
1981-01-01,male,10-14,chinese,275.9
1981-01-01,male,10-14,indian,72.6
1981-01-01,male,10-14,other,27.3
1981-01-01,male,15-19,overall,813.6
1981-01-01,male,15-19,bumi,462.6
1981-01-01,male,15-19,chinese,254.1
1981-01-01,male,15-19,indian,73.6
1981-01-01,male,15-19,other,23.2
1981-01-01,male,20-24,overall,687.4
1981-01-01,male,20-24,bumi,387.5
1981-01-01,male,20-24,chinese,209.5
1981-01-01,male,20-24,indian,66.4
1981-01-01,male,20-24,other,24.0
1981-01-01,male,25-29,overall,581.7
1981-01-01,male,25-29,bumi,320.3
1981-01-01,male,25-29,chinese,188.2
1981-01-01,male,25-29,indian,55.1
1981-01-01,male,25-29,other,18.1
1981-01-01,male,30-34,overall,475.0
1981-01-01,male,30-34,bumi,254.4
1981-01-01,male,30-34,chinese,165.5
1981-01-01,male,30-34,indian,42.0
1981-01-01,male,30-34,other,13.1
1981-01-01,male,35-39,overall,387.8
1981-01-01,male,35-39,bumi,206.7
1981-01-01,male,35-39,chinese,140.9
1981-01-01,male,35-39,indian,31.0
1981-01-01,male,35-39,other,9.2
1981-01-01,male,40-44,overall,324.1
1981-01-01,male,40-44,bumi,173.6
1981-01-01,male,40-44,chinese,117.0
1981-01-01,male,40-44,indian,25.9
1981-01-01,male,40-44,other,7.7
1981-01-01,male,45-49,overall,268.2
1981-01-01,male,45-49,bumi,148.3
1981-01-01,male,45-49,chinese,91.3
1981-01-01,male,45-49,indian,23.6
1981-01-01,male,45-49,other,5.0
1981-01-01,male,50-54,overall,216.9
1981-01-01,male,50-54,bumi,124.8
1981-01-01,male,50-54,chinese,66.9
1981-01-01,male,50-54,indian,21.3
1981-01-01,male,50-54,other,3.8
1981-01-01,male,55-59,overall,173.7
1981-01-01,male,55-59,bumi,102.9
1981-01-01,male,55-59,chinese,49.6
1981-01-01,male,55-59,indian,18.6
1981-01-01,male,55-59,other,2.7
1981-01-01,male,60-64,overall,136.2
1981-01-01,male,60-64,bumi,77.8
1981-01-01,male,60-64,chinese,41.1
1981-01-01,male,60-64,indian,15.1
1981-01-01,male,60-64,other,2.1
1981-01-01,male,65-69,overall,102.1
1981-01-01,male,65-69,bumi,52.8
1981-01-01,male,65-69,chinese,37.1
1981-01-01,male,65-69,indian,11.0
1981-01-01,male,65-69,other,1.2
1981-01-01,male,70-74,overall,71.0
1981-01-01,male,70-74,bumi,33.1
1981-01-01,male,70-74,chinese,30.0
1981-01-01,male,70-74,indian,7.1
1981-01-01,male,70-74,other,0.7
1981-01-01,male,75-79,overall,44.2
1981-01-01,male,75-79,bumi,17.0
1981-01-01,male,75-79,chinese,23.6
1981-01-01,male,75-79,indian,3.3
1981-01-01,male,75-79,other,0.3
1981-01-01,male,80+,overall,33.0
1981-01-01,male,80+,bumi,16.9
1981-01-01,male,80+,chinese,13.8
1981-01-01,male,80+,indian,2.0
1981-01-01,male,80+,other,0.3
1982-01-01,both,overall,overall,14651.1
1982-01-01,both,overall,bumi,8489.3
1982-01-01,both,overall,chinese,4581.6
1982-01-01,both,overall,indian,1236.6
1982-01-01,both,overall,other,343.5
1982-01-01,both,0-4,overall,2079.2
1982-01-01,both,0-4,bumi,1306.3
1982-01-01,both,0-4,chinese,557.7
1982-01-01,both,0-4,indian,166.8
1982-01-01,both,0-4,other,48.5
1982-01-01,both,5-9,overall,1887.6
1982-01-01,both,5-9,bumi,1145.3
1982-01-01,both,5-9,chinese,554.9
1982-01-01,both,5-9,indian,147.6
1982-01-01,both,5-9,other,39.8
1982-01-01,both,10-14,overall,1756.9
1982-01-01,both,10-14,bumi,1037.0
1982-01-01,both,10-14,chinese,530.1
1982-01-01,both,10-14,indian,140.0
1982-01-01,both,10-14,other,49.9
1982-01-01,both,15-19,overall,1647.5
1982-01-01,both,15-19,bumi,950.5
1982-01-01,both,15-19,chinese,506.1
1982-01-01,both,15-19,indian,145.3
1982-01-01,both,15-19,other,45.8
1982-01-01,both,20-24,overall,1456.0
1982-01-01,both,20-24,bumi,840.8
1982-01-01,both,20-24,chinese,435.0
1982-01-01,both,20-24,indian,136.6
1982-01-01,both,20-24,other,43.5
1982-01-01,both,25-29,overall,1225.6
1982-01-01,both,25-29,bumi,685.3
1982-01-01,both,25-29,chinese,390.6
1982-01-01,both,25-29,indian,116.1
1982-01-01,both,25-29,other,33.6
1982-01-01,both,30-34,overall,988.4
1982-01-01,both,30-34,bumi,539.6
1982-01-01,both,30-34,chinese,337.9
1982-01-01,both,30-34,indian,88.0
1982-01-01,both,30-34,other,23.0
1982-01-01,both,35-39,overall,784.5
1982-01-01,both,35-39,bumi,426.1
1982-01-01,both,35-39,chinese,279.2
1982-01-01,both,35-39,indian,62.9
1982-01-01,both,35-39,other,16.4
1982-01-01,both,40-44,overall,652.7
1982-01-01,both,40-44,bumi,357.3
1982-01-01,both,40-44,chinese,231.3
1982-01-01,both,40-44,indian,51.3
1982-01-01,both,40-44,other,12.9
1982-01-01,both,45-49,overall,550.5
1982-01-01,both,45-49,bumi,309.2
1982-01-01,both,45-49,chinese,186.5
1982-01-01,both,45-49,indian,45.9
1982-01-01,both,45-49,other,8.9
1982-01-01,both,50-54,overall,450.6
1982-01-01,both,50-54,bumi,261.1
1982-01-01,both,50-54,chinese,143.1
1982-01-01,both,50-54,indian,39.4
1982-01-01,both,50-54,other,7.1
1982-01-01,both,55-59,overall,361.6
1982-01-01,both,55-59,bumi,214.2
1982-01-01,both,55-59,chinese,109.9
1982-01-01,both,55-59,indian,32.4
1982-01-01,both,55-59,other,5.0
1982-01-01,both,60-64,overall,282.9
1982-01-01,both,60-64,bumi,162.2
1982-01-01,both,60-64,chinese,90.9
1982-01-01,both,60-64,indian,25.7
1982-01-01,both,60-64,other,4.1
1982-01-01,both,65-69,overall,211.1
1982-01-01,both,65-69,bumi,109.7
1982-01-01,both,65-69,chinese,80.8
1982-01-01,both,65-69,indian,18.3
1982-01-01,both,65-69,other,2.3
1982-01-01,both,70-74,overall,146.0
1982-01-01,both,70-74,bumi,68.8
1982-01-01,both,70-74,chinese,64.0
1982-01-01,both,70-74,indian,11.7
1982-01-01,both,70-74,other,1.5
1982-01-01,both,75-79,overall,91.8
1982-01-01,both,75-79,bumi,37.7
1982-01-01,both,75-79,chinese,47.8
1982-01-01,both,75-79,indian,5.6
1982-01-01,both,75-79,other,0.7
1982-01-01,both,80+,overall,78.2
1982-01-01,both,80+,bumi,38.5
1982-01-01,both,80+,chinese,36.0
1982-01-01,both,80+,indian,3.0
1982-01-01,both,80+,other,0.7
1982-01-01,female,overall,overall,7257.0
1982-01-01,female,overall,bumi,4238.3
1982-01-01,female,overall,chinese,2269.4
1982-01-01,female,overall,indian,600.2
1982-01-01,female,overall,other,149.2
1982-01-01,female,0-4,overall,1011.0
1982-01-01,female,0-4,bumi,635.8
1982-01-01,female,0-4,chinese,270.1
1982-01-01,female,0-4,indian,81.7
1982-01-01,female,0-4,other,23.4
1982-01-01,female,5-9,overall,924.3
1982-01-01,female,5-9,bumi,563.2
1982-01-01,female,5-9,chinese,269.1
1982-01-01,female,5-9,indian,72.8
1982-01-01,female,5-9,other,19.2
1982-01-01,female,10-14,overall,862.4
1982-01-01,female,10-14,bumi,513.9
1982-01-01,female,10-14,chinese,257.9
1982-01-01,female,10-14,indian,68.7
1982-01-01,female,10-14,other,21.8
1982-01-01,female,15-19,overall,815.0
1982-01-01,female,15-19,bumi,474.5
1982-01-01,female,15-19,chinese,249.1
1982-01-01,female,15-19,indian,71.4
1982-01-01,female,15-19,other,20.0
1982-01-01,female,20-24,overall,739.2
1982-01-01,female,20-24,bumi,431.9
1982-01-01,female,20-24,chinese,220.1
1982-01-01,female,20-24,indian,69.0
1982-01-01,female,20-24,other,18.2
1982-01-01,female,25-29,overall,619.8
1982-01-01,female,25-29,bumi,350.1
1982-01-01,female,25-29,chinese,197.5
1982-01-01,female,25-29,indian,58.7
1982-01-01,female,25-29,other,13.5
1982-01-01,female,30-34,overall,490.4
1982-01-01,female,30-34,bumi,271.1
1982-01-01,female,30-34,chinese,167.0
1982-01-01,female,30-34,indian,43.5
1982-01-01,female,30-34,other,8.9
1982-01-01,female,35-39,overall,381.8
1982-01-01,female,35-39,bumi,210.8
1982-01-01,female,35-39,chinese,134.1
1982-01-01,female,35-39,indian,30.6
1982-01-01,female,35-39,other,6.4
1982-01-01,female,40-44,overall,317.6
1982-01-01,female,40-44,bumi,178.1
1982-01-01,female,40-44,chinese,109.7
1982-01-01,female,40-44,indian,24.9
1982-01-01,female,40-44,other,4.8
1982-01-01,female,45-49,overall,272.5
1982-01-01,female,45-49,bumi,156.5
1982-01-01,female,45-49,chinese,90.4
1982-01-01,female,45-49,indian,22.1
1982-01-01,female,45-49,other,3.5
1982-01-01,female,50-54,overall,226.9
1982-01-01,female,50-54,bumi,133.2
1982-01-01,female,50-54,chinese,72.6
1982-01-01,female,50-54,indian,18.0
1982-01-01,female,50-54,other,3.0
1982-01-01,female,55-59,overall,183.1
1982-01-01,female,55-59,bumi,108.6
1982-01-01,female,55-59,chinese,58.6
1982-01-01,female,55-59,indian,13.8
1982-01-01,female,55-59,other,2.1
1982-01-01,female,60-64,overall,143.6
1982-01-01,female,60-64,bumi,81.5
1982-01-01,female,60-64,chinese,49.9
1982-01-01,female,60-64,indian,10.4
1982-01-01,female,60-64,other,1.9
1982-01-01,female,65-69,overall,106.4
1982-01-01,female,65-69,bumi,54.5
1982-01-01,female,65-69,chinese,43.7
1982-01-01,female,65-69,indian,7.2
1982-01-01,female,65-69,other,1.0
1982-01-01,female,70-74,overall,73.9
1982-01-01,female,70-74,bumi,34.3
1982-01-01,female,70-74,chinese,34.6
1982-01-01,female,70-74,indian,4.4
1982-01-01,female,70-74,other,0.7
1982-01-01,female,75-79,overall,46.2
1982-01-01,female,75-79,bumi,19.1
1982-01-01,female,75-79,chinese,24.8
1982-01-01,female,75-79,indian,1.9
1982-01-01,female,75-79,other,0.4
1982-01-01,female,80+,overall,42.9
1982-01-01,female,80+,bumi,21.2
1982-01-01,female,80+,chinese,20.2
1982-01-01,female,80+,indian,1.1
1982-01-01,female,80+,other,0.3
1982-01-01,male,overall,overall,7394.0
1982-01-01,male,overall,bumi,4251.1
1982-01-01,male,overall,chinese,2312.2
1982-01-01,male,overall,indian,636.4
1982-01-01,male,overall,other,194.4
1982-01-01,male,0-4,overall,1068.2
1982-01-01,male,0-4,bumi,670.5
1982-01-01,male,0-4,chinese,287.6
1982-01-01,male,0-4,indian,85.1
1982-01-01,male,0-4,other,25.0
1982-01-01,male,5-9,overall,963.3
1982-01-01,male,5-9,bumi,582.1
1982-01-01,male,5-9,chinese,285.8
1982-01-01,male,5-9,indian,74.8
1982-01-01,male,5-9,other,20.6
1982-01-01,male,10-14,overall,894.5
1982-01-01,male,10-14,bumi,523.0
1982-01-01,male,10-14,chinese,272.2
1982-01-01,male,10-14,indian,71.2
1982-01-01,male,10-14,other,28.1
1982-01-01,male,15-19,overall,832.5
1982-01-01,male,15-19,bumi,475.9
1982-01-01,male,15-19,chinese,257.0
1982-01-01,male,15-19,indian,73.8
1982-01-01,male,15-19,other,25.8
1982-01-01,male,20-24,overall,716.8
1982-01-01,male,20-24,bumi,408.9
1982-01-01,male,20-24,chinese,215.0
1982-01-01,male,20-24,indian,67.6
1982-01-01,male,20-24,other,25.3
1982-01-01,male,25-29,overall,605.9
1982-01-01,male,25-29,bumi,335.2
1982-01-01,male,25-29,chinese,193.1
1982-01-01,male,25-29,indian,57.5
1982-01-01,male,25-29,other,20.1
1982-01-01,male,30-34,overall,498.0
1982-01-01,male,30-34,bumi,268.6
1982-01-01,male,30-34,chinese,170.8
1982-01-01,male,30-34,indian,44.5
1982-01-01,male,30-34,other,14.1
1982-01-01,male,35-39,overall,402.6
1982-01-01,male,35-39,bumi,215.3
1982-01-01,male,35-39,chinese,145.1
1982-01-01,male,35-39,indian,32.3
1982-01-01,male,35-39,other,10.0
1982-01-01,male,40-44,overall,335.1
1982-01-01,male,40-44,bumi,179.2
1982-01-01,male,40-44,chinese,121.5
1982-01-01,male,40-44,indian,26.4
1982-01-01,male,40-44,other,8.0
1982-01-01,male,45-49,overall,278.0
1982-01-01,male,45-49,bumi,152.7
1982-01-01,male,45-49,chinese,96.1
1982-01-01,male,45-49,indian,23.8
1982-01-01,male,45-49,other,5.5
1982-01-01,male,50-54,overall,223.8
1982-01-01,male,50-54,bumi,127.8
1982-01-01,male,50-54,chinese,70.5
1982-01-01,male,50-54,indian,21.4
1982-01-01,male,50-54,other,4.0
1982-01-01,male,55-59,overall,178.4
1982-01-01,male,55-59,bumi,105.6
1982-01-01,male,55-59,chinese,51.3
1982-01-01,male,55-59,indian,18.6
1982-01-01,male,55-59,other,2.9
1982-01-01,male,60-64,overall,139.3
1982-01-01,male,60-64,bumi,80.8
1982-01-01,male,60-64,chinese,41.0
1982-01-01,male,60-64,indian,15.3
1982-01-01,male,60-64,other,2.3
